Measurement time:; 19/5/2024 14:18:56
Radiation device:; Synergy Accelerator
Energy:; 6 MeV 
Controller:; CCU
Measurement device:; Blue Phantom 2  (48*48*41)
Field detector:; CC 13 SN 14317
Reference detector:; CC 13 SN 14316
SAD:; 1000 mm
SSD:; 1000 mm
Field size:; 200 x 200 mm
Gantry angle:; 0
Measurement medium:; Water
Scan type:; Crossline
Scan mode:; Continuous
Wedge:; none

Points [mm]:
Inline; Crossline; Depth; Normalized field; Current field; Ratio
0,0; -140,9; 18,3; 0,50; 1752,3; 0,48
0,0; -142,0; 18,3; 0,52; 1850,4; 0,51
0,0; -143,0; 18,3; 0,51; 1813,6; 0,50
0,0; -144,0; 18,3; 0,53; 1864,7; 0,51
0,0; -145,0; 18,3; 0,52; 1825,0; 0,50
0,0; -146,0; 18,3; 0,53; 1878,9; 0,51
0,0; -147,0; 18,3; 0,56; 1978,7; 0,54
0,0; -148,0; 18,3; 0,59; 2091,9; 0,57
0,0; -149,8; 18,3; 0,60; 2112,3; 0,58


Measurement time:; 19/5/2024 14:20:40
Radiation device:; Synergy Accelerator
Energy:; 6 MeV 
Controller:; CCU
Measurement device:; Blue Phantom 2  (48*48*41)
Field detector:; CC 13 SN 14317
Reference detector:; CC 13 SN 14316
SAD:; 1000 mm
SSD:; 1000 mm
Field size:; 200 x 200 mm
Gantry angle:; 0
Measurement medium:; Water
Scan type:; Beam
Scan mode:; Continuous
Wedge:; none

Points [mm]:
Inline; Crossline; Depth; Normalized field; Current field; Ratio
0,0; 0,0; 40,0; 0,79; 2811,8; 0,69
0,0; 0,0; 39,4; 0,92; 3269,4; 0,83
0,0; 0,0; 38,2; 0,96; 3394,1; 0,86
0,0; 0,0; 37,2; 0,99; 3517,5; 0,89
0,0; 0,0; 36,2; 1,12; 3955,0; 0,99
0,0; 0,0; 35,2; 1,40; 4942,8; 1,23
0,0; 0,0; 34,2; 1,93; 6836,1; 1,70
0,0; 0,0; 33,2; 2,88; 10184,8; 2,53
0,0; 0,0; 32,2; 4,46; 15783,6; 3,89
0,0; 0,0; 31,2; 7,07; 25040,6; 6,15
0,0; 0,0; 30,2; 10,52; 37231,9; 9,10
0,0; 0,0; 29,2; 14,63; 51780,3; 12,64
0,0; 0,0; 28,2; 20,88; 73896,7; 17,93
0,0; 0,0; 27,2; 28,56; 101076,3; 24,36
0,0; 0,0; 26,2; 35,47; 125528,1; 30,23
0,0; 0,0; 25,2; 44,84; 158710,0; 38,04
0,0; 0,0; 24,2; 53,79; 190372,7; 45,43
0,0; 0,0; 23,1; 63,14; 223469,9; 53,19
0,0; 0,0; 22,2; 72,53; 256719,8; 60,80
