Measurement time:; 13/8/2024 16:21:48
Radiation device:; Synergy Accelerator
Energy:; 6 MeV 
Controller:; CCU
Measurement device:; Blue Phantom 2  (48*48*41)
Field detector:; CC 13 SN 14317
Reference detector:; CC 13 SN 14316
SAD:; 1000 mm
SSD:; 1000 mm
Field size:; 60 x 60 mm
Gantry angle:; 0
Measurement medium:; Water
Scan type:; Beam
Scan mode:; Continuous
Wedge:; none

Points [mm]:
Inline; Crossline; Depth; Normalized field; Current field; Ratio
0,0; 0,0; 55,1; 66,71; 210406,2; 60,22
0,0; 0,0; 54,1; 70,52; 222427,0; 63,56
0,0; 0,0; 53,1; 74,27; 234261,1; 66,73
0,0; 0,0; 52,1; 78,05; 246180,7; 69,96
0,0; 0,0; 51,1; 81,31; 256463,3; 72,76
0,0; 0,0; 50,1; 84,75; 267304,5; 75,69
0,0; 0,0; 49,1; 87,72; 276672,5; 78,14
0,0; 0,0; 48,1; 91,01; 287049,4; 80,89
0,0; 0,0; 47,1; 93,36; 294483,2; 82,82
0,0; 0,0; 46,1; 96,18; 303384,3; 85,02
0,0; 0,0; 45,0; 98,37; 310269,8; 86,86
0,0; 0,0; 44,0; 100,76; 317808,5; 88,76
0,0; 0,0; 43,0; 102,65; 323786,9; 90,21
0,0; 0,0; 42,0; 104,71; 330277,9; 91,85
0,0; 0,0; 41,0; 106,32; 335355,6; 93,06
0,0; 0,0; 40,0; 108,02; 340700,8; 94,39
0,0; 0,0; 39,0; 109,22; 344509,1; 95,22
0,0; 0,0; 38,0; 110,65; 349025,0; 96,22
0,0; 0,0; 37,0; 111,64; 352131,1; 96,89
0,0; 0,0; 36,0; 112,75; 355648,4; 97,68
0,0; 0,0; 35,0; 113,57; 358229,6; 98,25
0,0; 0,0; 34,0; 114,30; 360519,6; 98,69
0,0; 0,0; 33,0; 114,99; 362705,9; 99,02
0,0; 0,0; 32,0; 115,64; 364753,5; 99,41
0,0; 0,0; 31,0; 116,08; 366124,3; 99,62
0,0; 0,0; 30,0; 116,53; 367552,8; 99,82
0,0; 0,0; 29,0; 116,86; 368589,0; 99,85
0,0; 0,0; 27,9; 117,17; 369586,1; 99,95
0,0; 0,0; 26,9; 117,42; 370376,5; 99,99
