Measurement time:; 12/8/2024 14:20:21
Radiation device:; Platform Accelerator
Energy:; 6 MV 
Controller:; CCU
Measurement device:; Blue Phantom 2  (48*48*41)
Field detector:; CC 13 SN 14317
Reference detector:; CC 13 SN 14316
SAD:; 1000 mm
SSD:; 1000 mm
Field size:; 100 x 100 mm
Gantry angle:; 0
Measurement medium:; Water
Scan type:; Beam
Scan mode:; Continuous
Wedge:; none

Points [mm]:
Inline; Crossline; Depth; Normalized field; Current field; Ratio
0,0; 0,0; 188,0; 48,93; 152995,4; 46,32
0,0; 0,0; 187,0; 49,22; 153900,3; 46,61
0,0; 0,0; 186,0; 49,43; 154566,6; 46,81
0,0; 0,0; 185,0; 49,76; 155600,4; 47,11
0,0; 0,0; 184,0; 49,96; 156219,1; 47,25
0,0; 0,0; 183,0; 50,24; 157088,4; 47,53
0,0; 0,0; 182,0; 50,50; 157890,1; 47,79
0,0; 0,0; 181,0; 50,73; 158639,6; 48,00
0,0; 0,0; 180,0; 51,02; 159520,9; 48,25
0,0; 0,0; 179,0; 51,22; 160160,8; 48,44
0,0; 0,0; 178,0; 51,50; 161034,7; 48,68
0,0; 0,0; 177,0; 51,66; 161538,2; 48,89
0,0; 0,0; 176,0; 51,93; 162372,7; 49,10
0,0; 0,0; 175,0; 52,17; 163121,2; 49,38
0,0; 0,0; 174,0; 52,45; 163995,2; 49,64
0,0; 0,0; 173,0; 52,74; 164923,8; 49,86
0,0; 0,0; 172,0; 53,02; 165778,9; 50,13
0,0; 0,0; 171,0; 53,24; 166481,6; 50,42
0,0; 0,0; 170,0; 53,53; 167389,1; 50,60
0,0; 0,0; 169,0; 53,70; 167912,3; 50,81
0,0; 0,0; 168,0; 53,97; 168745,4; 50,99
0,0; 0,0; 166,9; 54,29; 169760,9; 51,33
0,0; 0,0; 166,0; 54,59; 170682,5; 51,66
0,0; 0,0; 165,0; 54,89; 171640,1; 51,89
0,0; 0,0; 163,9; 55,15; 172458,8; 52,15
0,0; 0,0; 162,9; 55,39; 173204,7; 52,37
0,0; 0,0; 161,9; 55,64; 173976,3; 52,62
0,0; 0,0; 160,9; 55,85; 174633,5; 52,83
0,0; 0,0; 159,9; 56,25; 175884,5; 53,20
0,0; 0,0; 158,9; 56,39; 176315,4; 53,31
0,0; 0,0; 157,9; 56,82; 177671,2; 53,64
0,0; 0,0; 156,9; 57,02; 178308,1; 53,87
0,0; 0,0; 155,9; 57,31; 179184,8; 54,15
0,0; 0,0; 154,9; 57,61; 180151,7; 54,41
0,0; 0,0; 153,9; 57,86; 180929,8; 54,66
0,0; 0,0; 152,9; 58,15; 181829,2; 54,93
0,0; 0,0; 151,9; 58,42; 182656,0; 55,19
0,0; 0,0; 150,9; 58,74; 183667,2; 55,44
0,0; 0,0; 149,9; 59,04; 184611,5; 55,75
0,0; 0,0; 148,9; 59,26; 185301,4; 56,05
0,0; 0,0; 147,9; 59,43; 185817,6; 56,14
0,0; 0,0; 146,9; 59,80; 186994,8; 56,53
0,0; 0,0; 145,9; 60,07; 187830,4; 56,75
0,0; 0,0; 144,9; 60,40; 188872,0; 57,08
0,0; 0,0; 143,9; 60,77; 190020,6; 57,45
0,0; 0,0; 142,9; 61,09; 191012,7; 57,73
0,0; 0,0; 141,9; 61,38; 191921,7; 57,97
0,0; 0,0; 140,9; 61,56; 192483,4; 58,12
0,0; 0,0; 139,9; 61,94; 193670,3; 58,50
0,0; 0,0; 138,8; 62,22; 194549,0; 58,83
0,0; 0,0; 137,8; 62,53; 195516,9; 59,09
0,0; 0,0; 136,8; 62,79; 196338,0; 59,26
0,0; 0,0; 135,8; 63,08; 197229,5; 59,62
0,0; 0,0; 134,8; 63,39; 198225,5; 59,85
